label	frames	tick_seconds	real_hours_recorded	active_lefs_per_frame	mean_loop_kb	median_loop_kb	p90_loop_kb	within_tad_lefs_per_frame	between_tad_lefs_per_frame	adjacent_between_tad_lefs_per_frame	nonadjacent_between_tad_lefs_per_frame	cross_boundary_lefs_per_frame	boundary_crossings_per_frame	within_tad_fraction	between_tad_fraction	cross_boundary_lef_fraction	boundary_leg_occupancy_pct	corner_both_pct	insulation_depth_w100	boundary_strength_min	boundary_strength_median	boundary_strength_max
config1	30240	8.0	67.2	166.0	238.98308173168866	175.0	515.0	146.40241402116402	19.59758597883598	18.747982804232805	0.8496031746031746	19.538492063492065	20.46011904761905	0.8819422531395423	0.11805774686045771	0.11770175941862689	14.085120242876267	1.532220150443042	0.16060731741395806	0.07	0.11	0.13
config2	30240	8.0	67.2	166.0	266.04453867055526	198.0	573.0	145.29117063492063	20.708829365079364	19.97582671957672	0.7330026455026455	20.651851851851852	21.42440476190476	0.8752480158730159	0.12475198412698413	0.12440874609549309	16.61042981449608	2.1730373876458215	0.16530147026629774	0.07	0.11	0.13
config3	30240	8.0	67.2	166.0	272.6690115621215	207.0	588.0	152.19467592592594	13.805324074074074	13.449007936507936	0.35631613756613756	13.744742063492064	14.10026455026455	0.9168353971441321	0.08316460285586792	0.08279965098489195	21.302163017147958	4.176149040606872	0.22469900097055992	0.14	0.22	0.26
